"hvenig", "hvenig"
"hverjari", "hverjari"
"hverngi", "hverngi"
"hvernir", "hvernir"
"hvirfilbil", "hvirfilbil"
"hvítabjörnin", "hvítabjörnin"
"hvorteð", "hvorteð"
"hvurn", "hvurn"
"hyggðist", "hyggðist"
"íbúadreif", "íbúadreif"
"iðjuleysingar", "iðjuleysingar"
"ífið", "ífið"
"ílla", "ílla"
"inna", "inna"
"innanfrá", "innanfrá"
"innanhúshönnun", "innanhúshönnun"
"inneignanótu", "inneignanótu"
"inní", "inní"
"Irak", "Irak"
"Íraskar", "Íraskar"
"írösk", "írösk"
"íshokki", "íshokki"
"Islam", "Islam"
"íslensra", "íslensra"
"isnnar", "isnnar"
"ísoprópanóls", "ísoprópanóls"
"Istanbul", "Istanbul"
"Italía", "Italía"
"Jafnfram", "Jafnfram"
"jeppan", "jeppan"
"jöfunarþró", "jöfunarþró"
"Jókertöurnar", "Jókertöurnar"
"kafti", "kafti"
"kakter", "kakter"
"kaldt", "kaldt"
"kalífarninr", "kalífarninr"
"kandidatspróf", "kandidatspróf"
"kanski", "kanski"
"kanski", "kanski"
"kantmanninm", "kantmanninm"
"kappasturinn", "kappasturinn"
"kassan", "kassan"
"kasstar", "kasstar"
"Kaupingi", "Kaupingi"
"keppiefli", "keppiefli"
"keppninar", "keppninar"
"Keppninn", "Keppninn"
"keppninna", "keppninna"
"kilómetra", "kilómetra"
"kínvesk", "kínvesk"
"kissa", "kissa"
"kjarnan", "kjarnan"
"klafs", "klafs"
"klárlegt", "klárlegt"
"klaufanlegt", "klaufanlegt"
"Klettadopan", "Klettadopan"
"knattspyrnusasmbandsins", "knattspyrnusasmbandsins"
"komedía", "komedía"
"komið", "komið"
"konuninni", "konuninni"
"Kóranin", "Kóraninn"
"kóronur", "kóronur"
"kreptan", "kreptan"
"krossnefar", "krossnefar"
"Kúvæt", "Kúvæt"
"kvennmenn", "kvennmenn"
"kvennsa", "kvennsa"
"kvikinnskots", "kvikinnskots"
"kvikmyndahátiðir", "kvikmyndahátiðir"
"kyningar", "kyningar"
"kynþáttsins", "kynþáttsins"
"lagahöfunum", "lagahöfunum"
"lánaðann", "lánaðann"
"Landhelgisgæslunnu", "Landhelgisgæslunnu"
"Landsbjörgu", "Landsbjörgu"
"landslðisþjálfara", "landslðisþjálfara"
"landsliðsþjállfari", "landsliðsþjállfari"
"langin", "langin"
"lausann", "lausann"
"leggði", "leggði"
"leggji", "leggji"
"legstu", "leggstu"
"leiðingjarnt", "leiðingjarnt"
"leikritisins", "leikritisins"
"lespíur", "lespíur"
"leyddi", "leyddi"
"leyddu", "leyddu"
"leyta", "leyta"
"liðinum", "liðinum"
"lífeyrisgreiðslan", "lífeyrisgreiðslan"
"líkaman", "líkaman"
"lipurlegum", "lipurlegum"
"lítlu", "lítlu"
"ljúfengan", "ljúfengan"
"lls", "lls"
"llykilorð", "llykilorð"
"lofárásum", "lofárásum"
"lögreglumannannna", "lögreglumannannna"
"lögreglunar", "lögreglunar"
"lögreglunna", "lögreglunna"
"lögreglustjóran", "lögreglustjóran"
"lögrelan", "lögrelan"
"lokst", "lokst"
"Lundúnarfélagið", "Lundúnarfélagið"
"lýðræðishreifinga", "lýðræðishreifinga"
"Lýðveldiisflokksins", "Lýðveldiisflokksins"
"lyfum", "lyfum"
"lyggja", "lyggja"
"mælikvarðan", "mælikvarðan"
"mai", "mai"
"malvegur", "malvegur"
"mannana", "mannana"
"mannesku", "mannesku"
"mannnlegs", "mannnlegs"
"mannseskja", "mannseskja"
"mánuða", "mánuða"
"margskonarar", "margskonarar"
"maríjuana", "maríjuana"
"meginn", "meginn"
"megnmegnis", "megnmegnis"
"meirimáttar", "meirimáttar"
"meistaratitlanna", "meistaratitlanna"
"menntaskólan", "menntaskólann"
"menntunnar", "menntunnar"
"mentun", "mentun"
"MHingar", "MH-ingar"
"miðan", "miðan"
"miðlil", "miðlil"
"miðsonur", "miðsonur"
"miðstöðum", "miðstöðum"
"miklið", "miklið"
"miljarða", "miljarða"
"miljarðar", "miljarðar"
"miljónir", "miljónir"
"milljöðrum", "milljöðrum"
"Mininn", "Mininn"
"minkaskinn", "minkaskinn"
"minnimáttar", "minnimáttar"
"minu", "minu"
"mishamingjusamt", "mishamingjusamt"
"miskilja", "miskilja"
"miskunsamur", "miskunsamur"
"mismundandi", "mismundandi"
"misttu", "misttu"
"mkinn", "mkinn"
"mnnkar", "mnnkar"
"möffinsform", "möffinsform"
"moksunnar", "moksunnar"
"mómælin", "mómælin"
"mörgþúsund", "mörgþúsund"
"múslimalöndum", "múslimalöndum"
"múslimskir", "múslimskir"
"múslimskum", "múslimskum"
"múslimstrúar", "múslimstrúar"
"mynnast", "mynnast"
"næringaríkar", "næringaríkar"
"nærinu", "nærinu"
"nærra", "nærra"
"nærstögina", "nærstögina"
"næsstu", "næsstu"
"nagdýum", "nagdýum"
"naglan", "naglan"
"naglan", "naglan"
"náttla", "náttla"
"náttúrlega", "náttúrlega"
"náungin", "náungin"
"nefndana", "nefndana"
"nefninlega", "nefninlega"
"nefninlega", "nefninlega"
"netyenda", "netyenda"
"niðrá", "niðrá"
"niðrí", "niðrí"
"niðurbtoin", "niðurbtoin"
"niðureftir", "niðureftir"
"niðurröðum", "niðurröðum"
"Nítíu", "Nítíu"
"nó", "nó"
"nokkir", "nokkir"
"nokkkurri", "nokkkurri"
"nokkura", "nokkura"
"nokkura", "nokkura"
"nokkurð", "nokkurð"
"nokkurntíman", "nokkurntíman"
"Noreges", "Noregs"
"nún", "nún"
"núþegar", "núþegar"
"nýðast", "nýðast"
"nýji", "nýji"
"Nýji", "Nýji"
"nýjir", "nýjir"
"nýjsjálenska", "nýjsjálenska"
"nýum", "nýum"
"öðlst", "öðlst"
"ofaná", "ofaná"
"ofðið", "ofðið"
"óforskammanlegt", "óforskammanlegt"
"ofþennsla", "ofþennsla"
"ofþennslu", "ofþennslu"
"ógnarferð", "ógnarferð"
"óhugnarlegir", "óhugnarlegir"
"ökuréttndi", "ökuréttndi"
"ökuskírteni", "ökuskírteni"
"ökuskírtenið", "ökuskírtenið"
"öldrunarheimilinum", "öldrunarheimilinum"
"öldungardeildinn", "öldungardeildinn"
"Ólfasvík", "Ólfasvík"
"Ólympíhópi", "Ólympíhópi"
"Ólympímótinu", "Ólympímótinu"
"ólympíuleikana", "ólympíuleikana"
"ónefndann", "ónefndann"
"óprútinna", "óprútinna"
"örbrigð", "örbrigð"
"orðinir", "orðinir"
"örkumlu", "örkumlu"
"Orkuveitian", "Orkuveitian"
"Öröbum", "Öröbum"
"örofi", "örofi"
"örskotstundu", "örskotstundu"
"öruggleg", "öruggleg"
"öryggisveita", "öryggisveita"
"ósæskileg", "ósæskileg"
"ósamála", "ósamála"
"óstöðuleika", "óstöðuleika"
"óvísindlegan", "óvísindlegan"
"páfakaukalærdómur", "páfakaukalærdómur"
"palestískan", "palestískan"
"penginum", "penginum"
"peningunu", "peningunu"
"Portúgalir", "Portúgalir"
"Portúgalir", "Portúgalir"
"Portúgalirnir", "Portúgalirnir"
"prófatöku", "prófatöku"
"prófkjara", "prófkjara"
"prufun", "prufun"
"puntkum", "puntkum"
"Pútin", "Pútin"
"ráköst", "ráköst"
"rás", "rás"
"rassin", "rassin"
"rauðann", "rauðann"
"refað", "refað"
"regnskúum", "regnskúum"
"regubundna", "regubundna"
"reikningin", "reikningin"
"reipitogu", "reipitogu"
"Republikaninn", "Republikaninn"
"Reykajvík", "Reykajvík"
"Reykjavikur", "Reykjavikur"
"Reykjavíkurflugallar", "Reykjavíkurflugallar"
"reykræstinu", "reykræstinu"
"reynslulauns", "reynslulauns"
"rifbrein", "rifbrein"
"Ríkisendurskoðunnar", "Ríkisendurskoðunnar"
"ríkissins", "ríkissins"
"Ríkisstjórnarfundurvar", "Ríkisstjórnarfundurvar"
"ríkisstjórnarinna", "ríkisstjórnarinna"
"ríkistjórn", "ríkistjórn"
"Ríksissjóði", "Ríksissjóði"
"rómanríska", "rómanríska"
"rúsinufingur", "rúsinufingur"
"Sádía-Arabíu", "Sádí-Arabíu"
"sæu", "sæu"
"saksóknaranns", "saksóknaranns"
"samfélagins", "samfélagins"
"samfélagögum", "samfélagögum"
"samfélgas", "samfélgas"
"samfélgasins", "samfélgasins"
"samkæmt", "samkæmt"
"samkeppnhæfni", "samkeppnhæfni"
"Samkeppnisstofnunnar", "Samkeppnisstofnunnar"
"Samkvætm", "Samkvætm"
"samkynneigðir", "samkynneigðir"
"samningu", "samningu"
"samræmduprófin", "samræmduprófin"
"samstöðubóum", "samstöðubóum"
"samstyllingu", "samstyllingu"
"samvkæmt", "samvkæmt"
"sandugan", "sandugan"
"sannleikan", "sannleikan"
"sedm", "sedm"
"sem", "sem"
"semeiginlegu", "semeiginlegu"
"sérst", "sérst"
"sérstklega", "sérstklega"
"sí", "sí"
"siðari", "siðari"
"síðata", "síðata"
"síðaustu", "síðaustu"
"síðstliðið", "síðstliðið"
"síðstu", "síðstu"
"síðsutu", "síðsutu"
"sigdalinum", "sigdalinum"
"sigMeð", "sigMeð"
"silungin", "silungin"
"Silverstone-kappaksturinum", "Silverstone-kappakstrinum"
"sind", "sind"
"sínt", "sínt"
"sitjast", "sitjast"
"sjáfsþurfarbúskap", "sjáfsþurfarbúskap"
"sjaldgjæft", "sjaldgjæft"
"sjálfsagaðar", "sjálfsagaðar"
"sjálfstögð", "sjálfstögð"
"sjálfþurftarbúskað", "sjálfþurftarbúskað"
"sjálskipuðum", "sjálskipuðum"
"sjávaútvegsmála", "sjávaútvegsmála"
"Sjóner", "Sjóner"
"sjoppumeningu", "sjoppumeningu"
"sjúkarhúsinu", "sjúkarhúsinu"
"skammst", "skammst"
"skamt", "skamt"
"skapst", "skapst"
"skemmtielgt", "skemmtielgt"
"skíðagömgukappinn", "skíðagömgukappinn"
"skipts", "skipts"
"skírteni", "skírteni"
"Skjálfandaafljóts", "Skjálfandaafljóts"
"skoðanna", "skoðanna"
"skólaandan", "skólaandan"
"skólan", "skólan"
"skonar", "skonar"
"sköpunnarinnar", "sköpunnarinnar"
"skotævingarsvæði", "skotævingarsvæði"
"Skötuselurin", "Skötuselurin"
"skydur", "skydur"
"skýn", "skýn"
"skýrlífi", "skýrlífi"
"slíkum", "slíkum"
"slökklið", "slökklið"
"slökkvuliðsmaður", "slökkvuliðsmaður"
"slökt", "slökkt"
"smáskifan", "smáskifan"
"smásmíð", "smásmíð"
"snoturn", "snoturn"
"snuðrulaust", "snuðrulaust"
"snúm", "snúm"
"snýstu", "snýstu"
"söguþráði", "söguþráði"
"sókt", "sókt"
"Soldánin", "Soldánin"
"Sómalir", "Sómalir"
"sönnunir", "sönnunir"
"Sóvíetríkjunum", "Sovétríkjunum"
"Spenging", "Spenging"
"spenninngur", "spenninngur"
"spítulum", "spítulum"
"spjallþáttastjórnanandanum", "spjallþáttastjórnanandanum"
"spreya", "spreya"
"sprotin", "sprotin"
"spurja", "spurja"
"ssek", "ssek"
"staðfestngar", "staðfestngar"
"stækkunnar", "stækkunnar"
"Stærðræðilegri", "Stærðræðilegri"
"stæsta", "stæsta"
"stangt", "stangt"
"stemmt", "stemmt"
"steyma", "steyma"
"stjarfklofa", "stjarfklofa"
"stjórarandstöðunnar", "stjórarandstöðunnar"
"stjórnarformaðu", "stjórnarformaðu"
"stjórnarskránna", "stjórnarskránna"
"stjórnarskránna", "stjórnarskránna"
"stjórnsýslu", "stjórnsýslu"
"stjörnurar", "stjörnurnar"
"stjórvöld", "stjórvöld"
"stoðsenidngar", "stoðsenidngar"
"stöðvarhússgrunninum", "stöðvarhússgrunninum"
"stollti", "stollti"
"stoltann", "stoltann"
"stórann", "stórann"
"stórann", "stórann"
"stórann", "stórann"
"stóriðjur", "stóriðjur"
"stórkostlegann", "stórkostlegann"
"Störnunni", "Störnunni"
"Stóru-Llaxá", "Stóru-Laxá"
"stra", "stra"
"strákrnir", "strákrnir"
"Strassbúrg", "Strassbúrg"
"strórsteyminu", "strórsteyminu"
"stúdentsskirteini", "stúdentsskirteini"
"stundarákvörðun", "stundarákvörðun"
"stuttann", "stuttann"
"styðju", "styðju"
"styrir", "styrir"
"sumsstaðar", "sumsstaðar"
"sumurs", "sumurs"
"sunnudagskveldi", "sunnudagskveldi"
"Surstey", "Surstey"
"sviftingum", "sviftingum"
"synfónía", "synfónía"
"synfóníustjórnandi", "synfóníustjórnandi"
"sýnr", "sýnr"
"Tailandi", "Tailandi"
"takas", "takas"
"takmarkaðann", "takmarkaðann"
"Tákning", "Tákning"
"talnan", "talnan"
"talsverjar", "talsverjar"
"talvan", "talvan"
"teigðu", "teigðu"
"tengls", "tengls"
"teninginum", "teninginum"
"Tennisdrottninging", "Tennisdrottninging"
"textanu", "textanu"
"ti", "ti"
"Tilgangurin", "Tilgangurin"
"tilganslaus", "tilganslaus"
"tilhneiginu", "tilhneiginu"
"tilhneygingu", "tilhneygingu"
"till", "till"
"tilliástæður", "tilliástæður"
"tilliembætti", "tilliembætti"
"tiltöluega", "tiltöluega"
"tímabilinnu", "tímabilinnu"
"tíman", "tíman"
"tímanns", "tímanns"
"tímas", "tímas"
"Tjadvatn", "Tjadvatn"
"tlberasmjör", "tlberasmjör"
"Tobago", "Tobago"
"töggl", "töggl"
"tóks", "tóks"
"tölfuna", "tölfuna"
"tölvna", "tölvna"
"tónlisitn", "tónlisitn"
"tónlistamenn", "tónlistamenn"
"tónlistarsumarbúði", "tónlistarsumarbúði"
"tónskáldinn", "tónskáldinn"
"top", "top"
"Tórah", "Tórah"
"traustverðugari", "traustverðugari"
"Trinidad", "Trinidad"
"Trúarjáninguna", "Trúarjáninguna"
"ttákn", "ttákn"
"tugguð", "tugguð"
"tveim", "tveim"
"tvöhundruð", "tvöhundruð"
"UFCTreystir", "UFCTreystir"
"Úkraínumönnu", "Úkraínumönnu"
"umkringur", "umkringur"
"umræðuum", "umræðuum"
"undandarið", "undandarið"
"undanskyldum", "undanskyldum"
"undantekninar", "undantekninar"
"undir", "undir"
"Unverjum", "Unverjum"
"uppá", "uppá"
"uppáhaldsbratum", "uppáhaldsbratum"
"uppgjafartökHefur", "uppgjafartökHefur"
"uppgvötað", "uppgvötað"
"uppgvötvuð", "uppgvötvuð"
"uppoði", "uppoði"
"upprunar", "upprunar"
"upprunið", "upprunið"
"uppúr", "uppúr"
"úrheli", "úrheli"
"úrsltin", "úrsltin"
"útaf", "útaf"
"útaf", "útaf"
"útlátinn", "útlátinn"
"útvarpstöðum", "útvarpstöðum"
"Uumboðsmaður", "Uumboðsmaður"
"vænann", "vænann"
"vaið", "vaið"
"vallarstarfsmannin", "vallarstarfsmannin"
"vaniluskyr", "vaniluskyr"
"vaqr", "vaqr"
"Var", "Var"
"varðadi", "varðadi"
"varðarn", "varðarn"
"vð", "vð"
"vði", "vði"
"veðmæti", "veðmæti"
"vegbrý", "vegbrý"
"vegfarnenda", "vegfarnenda"
"Veiiðin", "Veiiðin"
"veirð", "veirð"
"vekji", "vekji"
"verðalag", "verðalag"
"verðann", "verðann"
"verðlunagrip", "verðlunagrip"
"veriði", "veriði"
"verkefnir", "verkefnir"
"verlunar", "verlunar"
"Verrskólans", "Verrskólans"
"verslunirnar", "verslunirnar"
"Verzlóstollti", "Verzlóstolti"
"Verzlunarkóla", "Verzlunarskóla"
"vestina", "vestina"
"Vesturfjöðum", "Vesturfjöðum"
"vetir", "vetir"
"vetvangi", "vetvangi"
"viðbröðgum", "viðbröðgum"
"vídeómyndum", "vídeómyndum"
"víðfem", "víðfem"
"viðhadið", "viðhadið"
"viðmörkum", "viðmörkum"
"viikunni", "viikunni"
"víjkandi", "víjkandi"
"Víkarinnar", "Víkarinnar"
"viljat", "viljat"
"viljii", "viljii"
"vinnunar", "vinnunar"
"virðst", "virðst"
"viriðist", "viriðist"
"Vírussýking", "Vírussýking"
"vítaspyrnukeppi", "vítaspyrnukeppi"
"vonbrygðin", "vonbrygðin"
"vonbrygðum", "vonbrygðum"
"vondukarlarnir", "vondukarlarnir"
"vopunum", "vopunum"
"vorinn", "vorinn"
"vöruafgeriðslur", "vöruafgeriðslur"
"Wahhabi", "Wahhabi"
"ýfangsmikil", "ýfangsmikil"
"yffirráð", "yffirráð"
"yfirheyrslunar", "yfirheyrslunar"
"yfirstandi", "yfirstandi"
"yfirvegunnar", "yfirvegunnar"
"yfirvovandi", "yfirvovandi"
"ýminda", "ýminda"
"ýmisar", "ýmisar"
"ýmisum", "ýmisum"
"ýsmum", "ýsmum"
"þádaga", "þádaga"
"þæginlega", "þæginlega"
"þankagagni", "þankagagni"
"Þannig", "Þannig"
"þarlendis", "þarlendis"
"þát", "þát"
"þáttaka", "þáttaka"
"þáttöku", "þáttöku"
"þátttana", "þátttana"
"þeira", "þeira"
"þenna", "þenna"
"þennann", "þennann"
"þernunar", "þernunar"
"þessarra", "þessarra"
"þessarra", "þessarra"
"þessarrar", "þessarrar"
"þessarrar", "þessarrar"
